road_keywords,footpath_keywords,drainage_keywords,electricity_keywords,women_keywords,drinking water_keywords,ground water_keywords,toilet_keywords,c_b_keywords,health care_keywords,school or college_keywords,poll_station_keywords,skill_development_keywords,park_keywords,samudhaya_keywords,library_keywords,gym_yoga_keywords,sports_keywords,indira canteen_keywords,House of Worship_keywords,name_board_keywords,emergency_keywords,EWS_keywords,waste management_keywords,maintenance_keywords
"['pot hole', 'pothole', 'patholes', 'road', 'asphalt', 'fly over', 'flyover', 'cement concrete', 'cc patch', 'bridge']","['footpath', 'foot path']","['drain', 'drian', 'ugd ', 'rcc dra', 'culvert', 'sw line', 'silt', ' swd ']","['electri', 'light', 'illumination']",['stri shakthi'],"['drinking water', 'drinking', 'r o', 'ro plant', 'supply of water', 'supplying of water', 'water supply', 'water scheme', 'water line', 'water thr', 'water pipe line']","['in filtration well', 'infiltration well', 'borewell', 'borwell', 'water har']",['toilet'],"['crematorium', 'burial ground']","['hospital', 'moh ', 'phc ', 'sanitary', 'doctor', 'primary hea', 'covid', 'aids']","['school', 'anganawadi', 'anganavadi', 'anganwadi', 'pu college', 'college']",['polling station'],"['training', 'skill dev', 'reading ro', 'laptop']",['park'],"['samudhaya', 'samudaya']","['library', 'libraury']","['gym', 'yoga']","['stadium', 'badminton', 'play eq', 'play gr', 'playgrbasket ball', 'kabbadi', 'volley ball', 'sports', 'tennis']","['indira canteen', 'indrira canteen', 'canteen']","['temple', 'ganesha', 'prayer']","['name board', 'name bord']",['emergency work'],['ews house'],"['sweep smart', 'dustbin']","['annual maint', 'maintenance']"
